book,chapter,verse,sort_pos,lemma,variant,marks,reading,anchor,needs_review
LEV,15,28,1,ואחר,והאחד,,ואחר] והאחד,lemma~num,1
LEV,15,28,2,מזובה,מזובו,,מזובה] מזובו,lemma~num,1
LEV,15,29,1,והביאה,ישכב,,והביאה] ישכב,lemma~num,1
LEV,15,30,1,האחד,ה,,האחד] ה,lemma~num,1
LEV,16,2,1,ואל,ולא,,ואל] ולא,lemma~num,1
LEV,16,8,1,השעירים,י,,השעירים] י,lemma~num,1
LEV,16,9,1,והקריב,י,,והקריב] י,lemma~num,1
LEV,16,10,1,יעמד,יעמיד,,יעמד] יעמיד,lemma~num,1
LEV,16,12,1,חפניו,חופניו,,חפניו] חופניו,lemma~num,1
LEV,16,15,1,אל,לפני,,אל] לפני,lemma+num,1
LEV,16,16,1,על,אל,,על] אל,lemma~num,1
LEV,16,22,1,עונתם,,,עונתם] ,lemma~num,1
LEV,16,23,1,שם,שמה,,שם] שמה,lemma~num,1
LEV,16,25,1,המזבחה,ה,,המזבחה] ה,lemma~num,1
LEV,16,25,2,יקטיר,הקטיר,,יקטיר] הקטיר,lemma~num,1
LEV,16,27,1,עורתם,עורותם,,עורתם] עורותם,lemma~num,1
LEV,16,29,1,נפשתיכם,מסתא,,נפשתיכם] מסתא,lemma~num,1
LEV,16,29,2,מלאכה,א,,מלאכה] א,lemma~num,1
LEV,16,29,3,נפשתיכם,נפשותיכם,,נפשתיכם] נפשותיכם,lemma~num,1
LEV,16,29,4,לחקת,לחקות,,לחקת] לחקות,lemma~num,1
LEV,16,33,1,עם,העם,,עם] העם,lemma~num,1
LEV,17,3,1,או,ושלמים,,או] ושלמים,lemma~num,1
LEV,17,4,1,או,וכשב,,או] וכשב,lemma~num,1
LEV,17,4,2,הביאו,יביאו,,הביאו] יביאו,lemma~num,1
LEV,17,4,3,לרצונכם,לרחצונכם,,לרצונכם] לרחצונכם,lemma+num,1
LEV,17,4,4,עמו,עמיו,,עמו] עמיו,lemma~num,1
LEV,17,5,1,יביאו,הביאו,,יביאו] הביאו,lemma~num,1
LEV,17,7,1,חקת,חקות,,חקת] חקות,lemma~num,1
LEV,17,8,1,בתוכם,בתוככם,,בתוכם] בתוככם,lemma~num,1
LEV,17,9,1,יביאנו,הביאנו,,יביאנו] הביאנו,lemma~num,1
LEV,17,10,1,אתה,אתו,,אתה] אתו,lemma~num,1
LEV,17,10,2,עמה,עמו,,עמה] עמו,lemma~num,1
LEV,17,11,1,נפשתיכם,נפשותיכם,,נפשתיכם] נפשותיכם,lemma~num,1
LEV,17,12,1,בתוככם,כ,,בתוככם] כ,lemma~num,1
LEV,17,15,1,וטרפה,טרפה,,וטרפה] טרפה,lemma~num,1
LEV,18,3,1,ובחקתיהם,ובחקותיהם,,ובחקתיהם] ובחקותיהם,lemma~num,1
LEV,18,5,1,חקתי,,,חקתי] ,lemma+num,1
LEV,18,5,2,חקתי,חקותי,,חקתי] חקותי,lemma+num,1
LEV,18,7,1,היא,הוא,,היא] הוא,lemma~num,1
LEV,18,9,1,אחתך,אחותך,,אחתך] אחותך,lemma~num,1
LEV,18,9,2,חוץ,עוץ,,חוץ] עוץ,lemma~num,1
LEV,18,10,1,ערותן,ערותין,,ערותן] ערותין,lemma~num,1
LEV,18,10,2,הנה,ה,,הנה] ה,lemma~num,1
LEV,18,18,1,אחתה,אחותה,,אחתה] אחותה,lemma~num,1
LEV,18,21,1,להעביד,לעבד,,להעביד] לעבד,lemma~num,1
LEV,18,21,2,תחלל,תעלל,,תחלל] תעלל,lemma~num,1
LEV,18,25,1,ואפקד,ואפקיד,,ואפקד] ואפקיד,lemma+num,1
LEV,18,26,1,חקתי,חקותי,,חקתי] חקותי,lemma~num,1
LEV,18,26,2,ישביה,יושביה,,ישביה] יושביה,lemma+num,1
LEV,18,26,3,התועבת,התעבות,,התועבת] התעבות,lemma~num,1
LEV,18,30,1,מחקות,אקו,,מחקות] אקו,lemma~num,1
LEV,18,30,2,בהן,בהם,,בהן] בהם,lemma~num,1
LEV,18,30,3,התועבת,התועבות,,התועבת] התועבות,lemma~num,1
LEV,19,2,1,קדשים,קדישים,,קדשים] קדישים,lemma~num,1
LEV,19,3,1,שבתתי,ע,,שבתתי] ע,lemma~num,1
LEV,19,9,1,ובקצרכם,ובקצירכם,,ובקצרכם] ובקצירכם,lemma~num,1
LEV,19,10,1,אני,חטי,,אני] חטי,lemma~num,1
LEV,19,10,2,תעלל,תעולל,,תעלל] תעולל,lemma~num,1
LEV,19,11,1,ולא,או,,ולא] או,lemma~num,1
LEV,19,16,1,לא,ולא,,לא] ולא,lemma~num,1
LEV,19,17,1,תוכיח,י,,תוכיח] י,lemma~num,1
LEV,19,17,2,הוכח,הוכיח,,הוכח] הוכיח,lemma~num,1
LEV,19,18,1,תטר,תטור,,תטר] תטור,lemma~num,1
LEV,19,18,2,ולא,אל,,ולא] אל,lemma~num,1
LEV,19,19,1,חקתי,חקותי,,חקתי] חקותי,lemma~num,1
LEV,19,19,2,תרביע,תרבה,,תרביע] תרבה,lemma~num,1
LEV,19,20,1,חפשה,חפשי,,חפשה] חפשי,lemma~num,1
LEV,19,24,1,חללים,חלולים,,חללים] חלולים,lemma~num,1
LEV,19,25,1,החמשית,החמישית,,החמשית] החמישית,lemma~num,1
LEV,19,25,2,את,ואת,,את] ואת,lemma~num,1
LEV,19,28,1,קעקע,ע,,קעקע] ע,lemma~num,1
LEV,19,29,1,ומלאה,ה,,ומלאה] ה,lemma~num,1
LEV,19,29,2,תזנה,תוני,,תזנה] תוני,lemma~num,1
LEV,19,30,1,שבתתי,שבתותי,,שבתתי] שבתותי,lemma~num,1
LEV,19,31,1,הידענים,הידעוגים,,הידענים] הידעוגים,lemma~num,1
LEV,19,31,2,האבות,האובות,,האבות] האובות,lemma~num,1
LEV,19,31,3,אל,במשקל,,אל] במשקל,lemma~num,1
LEV,19,35,1,במשקל,שבתתי,,במשקל] שבתתי,lemma~num,1
LEV,19,35,2,תעשו,תעשה,,תעשו] תעשה,lemma~num,1
LEV,19,36,1,איפת,ואיפת,,איפת] ואיפת,lemma~num,1
LEV,19,36,2,אבני,ואבגי,,אבני] ואבגי,lemma~num,1
LEV,19,37,1,חקתי,חקותי,,חקתי] חקותי,lemma~num,1
LEV,20,4,1,יעלמו,יעלימו,,יעלמו] יעלימו,lemma~num,1
LEV,20,6,1,הידענים,הידעונים,,הידענים] הידעונים,lemma~num,1
LEV,20,6,2,האבות,האובות,,האבות] האובות,lemma+num,1
LEV,20,6,3,אחריהם,המלך,,אחריהם] המלך,lemma~num,1
LEV,20,7,1,קדשים,קדישים,,קדשים] קדישים,lemma~num,1
LEV,20,8,1,חקתי,חקותי,,חקתי] חקותי,lemma~num,1
LEV,20,14,1,ואתהן,ואתיהן,,ואתהן] ואתיהן,lemma~num,1
LEV,20,16,1,לרבעה,ה,,לרבעה] ה,lemma+num,1
LEV,20,17,1,אחתו,אחותו,,אחתו] אחותו,lemma~num,1
LEV,20,20,1,דרו,דודו,,דרו] דודו,lemma~num,1
LEV,20,21,1,גלה,גלא,,גלה] גלא,lemma~num,1
LEV,20,22,1,שמה,,,שמה] ,lemma~num,1
LEV,20,22,2,תקיא,י,,תקיא] י,lemma~num,1
LEV,20,22,3,חקתי,חקותי,,חקתי] חקותי,lemma~num,1
LEV,20,22,4,ולא,ו,,ולא] ו,lemma~num,1
LEV,20,25,1,נפשתיכם,נפשותיכם,,נפשתיכם] נפשותיכם,lemma~num,1
LEV,20,26,1,ואבדיל,והבדיל,,ואבדיל] והבדיל,lemma~num,1
LEV,20,26,2,קדשים,מא,,קדשים] מא,lemma~num,1
LEV,20,27,1,או,וידעני,,או] וידעני,lemma~num,1
LEV,21,1,1,הכהנים,י,,הכהנים] י,lemma~num,1
LEV,21,3,1,ולאחתו,ולאחות,,ולאחתו] ולאחות,lemma~num,1
LEV,21,3,2,הבתולה,ו,,הבתולה] ו,lemma~num,1
LEV,21,6,1,קדשים,דרו,,קדשים] דרו,lemma~num,1
LEV,21,6,2,מקרבים,מקריבים,,מקרבים] מקריבים,lemma~num,1
LEV,21,6,3,אשי,אשה,,אשי] אשה,lemma~num,1
LEV,21,6,4,קדשים,קדישים,,קדשים] קדישים,lemma~num,1
LEV,21,7,1,גרושה,גרשוה,,גרושה] גרשוה,lemma~num,1
LEV,21,8,1,קדוש,ו,,קדוש] ו,lemma~num,1
LEV,21,10,1,יפרע,יפרח,,יפרע] יפרח,lemma~num,1
LEV,21,13,1,בבתליה,,,בבתליה] ,lemma+num,1
LEV,21,17,1,לדרתם,לדרותם,,לדרתם] לדרותם,lemma~num,1
LEV,21,18,1,חרום,ערום,,חרום] ערום,lemma~num,1
LEV,21,21,1,אשי,אשה,,אשי] אשה,lemma~num,1
LEV,21,21,2,יגיש,י,,יגיש] י,lemma~num,1
LEV,21,21,3,יגש,יגיש,,יגש] יגיש,lemma~num,1
LEV,21,21,4,להקריב,קר,,להקריב] קר,lemma~num,1
LEV,21,23,1,אך,אכל,,אך] אכל,lemma~num,1
LEV,22,3,1,יקדישו,י,,יקדישו] י,lemma~num,1
LEV,22,3,2,לדרתיכם,לדרותיכם,,לדרתיכם] לדרותיכם,lemma~num,1
LEV,22,4,1,והנגע,ה,,והנגע] ה,lemma~num,1
LEV,22,4,2,יטהר,הטהר,,יטהר] הטהר,lemma~num,1
LEV,22,5,1,או,ובצאן,,או] ובצאן,lemma~num,1
LEV,22,9,1,יחללהו,סעמסתפה,,יחללהו] סעמסתפה,lemma~num,1
LEV,22,9,2,חטא,חטאה,,חטא] חטאה,lemma+num,1
LEV,22,10,1,תושב,תשוב,,תושב] תשוב,lemma~num,1
LEV,22,19,1,ובעזים,בעזים,,ובעזים] בעזים,lemma~num,1
LEV,22,21,1,יקריב,יקדישו,,יקריב] יקדישו,lemma~num,1
LEV,22,22,1,ואשה,ואשי,,ואשה] ואשי,lemma~num,1
LEV,22,22,2,או,וכשב,,או] וכשב,lemma~num,1
LEV,22,24,1,מעוך,ומעוך,,מעוך] ומעוך,lemma~num,1
LEV,22,25,1,משחתים,משחיתים,,משחתים] משחיתים,lemma~num,1
LEV,22,28,1,לא,ולא,,לא] ולא,lemma~num,1
LEV,22,29,1,תזבחהו,ה,,תזבחהו] ה,lemma~num,1
LEV,22,33,1,המוצא,ואשה,,המוצא] ואשה,lemma~num,1
LEV,23,3,1,מושבתיכם,מושבותיכם,,מושבתיכם] מושבותיכם,lemma~num,1
LEV,23,5,1,בארבעה,ה,,בארבעה] ה,lemma~num,1
LEV,23,10,1,קצירכם,י,,קצירכם] י,lemma~num,1
LEV,23,12,1,הנפכם,הניפכם,,הנפכם] הניפכם,lemma~num,1
LEV,23,13,1,ונסכו,ונםכיו,,ונסכו] ונםכיו,lemma~num,1
LEV,23,13,2,עשרנים,עשרונים,,עשרנים] עשרונים,lemma~num,1
LEV,23,13,3,ההין,העין,,ההין] העין,lemma~num,1
LEV,23,13,4,רבעית,רביעת,,רבעית] רביעת,lemma~num,1
LEV,23,14,1,הבאכם,הביאכם,,הבאכם] הביאכם,lemma~num,1
LEV,23,15,1,הבאכם,גספא,,הבאכם] גספא,lemma~num,1
LEV,23,15,2,תהיינה,י,,תהיינה] י,lemma~num,1
LEV,23,15,3,עמר,עומר,,עמר] עומר,lemma~num,1
LEV,23,16,1,השביעת,השבעית,,השביעת] השבעית,lemma~num,1
LEV,23,17,1,תאפינה,הביאכם,,תאפינה] הביאכם,lemma~num,1
LEV,23,17,2,בכרים,בכורים,,בכרים] בכורים,lemma~num,1
LEV,23,17,3,לחם,הלחם,,לחם] הלחם,lemma~num,1
LEV,23,19,1,שנה,שני,,שנה] שני,lemma~num,1
LEV,23,20,1,הבכרים,הבכורים,,הבכרים] הבכורים,lemma~num,1
LEV,23,21,1,לדרתיכם,לדרותיכם,,לדרתיכם] לדרותיכם,lemma~num,1
LEV,23,21,2,חקת,חקות,,חקת] חקות,lemma~num,1
LEV,23,21,3,עבדה,תממים,,עבדה] תממים,lemma~num,1
LEV,23,21,4,לדרתיכם,לדורתיכם,,לדרתיכם] לדורתיכם,lemma~num,1
LEV,23,21,5,עבדה,עבידה,,עבדה] עבידה,lemma~num,1
LEV,23,27,1,נפשתיכם,נפשותיכם,,נפשתיכם] נפשותיכם,lemma~num,1
LEV,23,27,2,כפרים,כפורים,,כפרים] כפורים,lemma~num,1
LEV,23,27,3,כפרים,ורים,,כפרים] ורים,lemma~num,1
LEV,23,30,1,והאבדתי,ה,,והאבדתי] ה,lemma~num,1
LEV,23,31,1,לדרתיכם,לדורתיכם,,לדרתיכם] לדורתיכם,lemma~num,1
LEV,23,31,2,חקת,חקות,,חקת] חקות,lemma~num,1
LEV,23,37,1,מקראי,י,,מקראי] י,lemma~num,1
LEV,23,38,1,מתנתיכם,מתנותיכם,,מתנתיכם] מתנותיכם,lemma~num,1
LEV,23,39,1,תחגו,תחגהו,,תחגו] תחגהו,lemma~num,1
LEV,23,40,1,הדר,חדר,,הדר] חדר,lemma~num,1
LEV,23,41,1,תחגו,תתגהו,,תחגו] תתגהו,lemma~num,1
LEV,23,41,2,לדרתיכם,לדרותיכם,,לדרתיכם] לדרותיכם,lemma~num,1
LEV,23,42,1,ישב,ישבו,,ישב] ישבו,lemma~num,1
LEV,23,43,1,דרתיכם,דרותיכם,,דרתיכם] דרותיכם,lemma~num,1
LEV,24,4,1,יערך,יעריך,,יערך] יעריך,lemma~num,1
LEV,24,4,2,הנרות,הגירות,,הנרות] הגירות,lemma~num,1
LEV,24,5,1,עשרנים,עשרונים,,עשרנים] עשרונים,lemma+num,1
LEV,24,5,2,ואפית,ואפיתה,,ואפית] ואפיתה,lemma~num,1
LEV,24,6,1,מערכות,ו,,מערכות] ו,lemma~num,1
LEV,24,7,1,והיתה,והייתה,,והיתה] והייתה,lemma~num,1
LEV,24,8,1,יערכנו,יעריכנו,,יערכנו] יעריכנו,lemma~num,1
LEV,24,9,1,מאשי,מאשה,,מאשי] מאשה,lemma~num,1
LEV,24,10,1,הישראלית,מערכות,,הישראלית] מערכות,lemma~num,1
LEV,24,10,2,ישראלית,י,,ישראלית] י,lemma~num,1
LEV,24,11,1,שלומית,שלמות,,שלומית] שלמות,lemma~num,1
LEV,24,14,1,וסמכו,מ,,וסמכו] מ,lemma~num,1
LEV,24,16,1,להעלות,,,להעלות] ,lemma~num,1
LEV,24,16,2,הושבתי,שו,,הושבתי] שו,lemma~num,1
LEV,24,16,3,לדרתיכם,לדורתיכם,,לדרתיכם] לדורתיכם,lemma~num,1
LEV,24,16,4,חקת,חקות,,חקת] חקות,lemma~num,1
LEV,24,16,5,המערכת,המערכות,,המערכת] המערכות,lemma~num,1
LEV,24,22,1,לכם,ם,,לכם] ם,lemma~num,1
LEV,24,23,1,ויוציאו,י,,ויוציאו] י,lemma~num,1
LEV,25,4,1,השביעת,השביעית,,השביעת] השביעית,lemma+num,1
LEV,25,5,1,קצירך,קציריך,,קצירך] קציריך,lemma~num,1
LEV,25,5,2,ספחי,ספיחי,,ספחי] ספיחי,lemma+num,1
LEV,25,6,1,ולאמהתיך,לכם,,ולאמהתיך] לכם,lemma~num,1
LEV,25,6,2,ולשכיריך,י,,ולשכיריך] י,lemma~num,1
LEV,25,6,3,הגרים,הגירים,,הגרים] הגירים,lemma~num,1
LEV,25,7,1,ולחיה,ולההיה,,ולחיה] ולההיה,lemma~num,1
LEV,25,9,1,הכפרים,הכפורים,,הכפרים] הכפורים,lemma~num,1
LEV,25,10,1,ישביה,ולאמהיתך,,ישביה] ולאמהיתך,lemma+num,1
LEV,25,10,2,תשבו,תשובו,,תשבו] תשובו,lemma~num,1
LEV,25,10,3,יובל,יוביל,,יובל] יוביל,lemma~num,1
LEV,25,11,1,גזריה,גזירה,,גזריה] גזירה,lemma~num,1
LEV,25,11,2,ספחיה,ספיחיה,,ספחיה] ספיחיה,lemma,1
LEV,25,13,1,תשבו,תשובו,,תשבו] תשובו,lemma~num,1
LEV,25,13,2,בשנת,ובשנת,,בשנת] ובשנת,lemma~num,1
LEV,25,14,1,תונו,תהונו,,תונו] תהונו,lemma~num,1
LEV,25,15,1,מאת,מיד,,מאת] מיד,lemma~num,1
LEV,25,18,1,חקתי,חקותי,,חקתי] חקותי,lemma+num,1
LEV,25,20,1,תבואתנו,תבואתינו,,תבואתנו] תבואתינו,lemma~num,1
LEV,25,22,1,השמינית,י,,השמינית] י,lemma~num,1
LEV,25,22,2,התשעית,התשיעית,,התשעית] התשיעית,lemma~num,1
LEV,25,22,3,התבוא,א,,התבוא] א,lemma,1
LEV,25,23,1,לצמיתת,לצמיתית,,לצמיתת] לצמיתית,lemma~num,1
LEV,25,24,1,לארץ,סע,,לארץ] סע,lemma~num,1
LEV,25,24,2,ובכל,ו,,ובכל] ו,lemma~num,1
LEV,25,24,3,לארץ,והשיגה,,לארץ] והשיגה,lemma~num,1
LEV,25,26,1,כדי,גדי,,כדי] גדי,lemma,1
LEV,25,26,2,והשיגה,והשגיה,,והשיגה] והשגיה,lemma+num,1
LEV,25,27,1,לאחזתו,ג,,לאחזתו] ג,lemma-ambig,1
LEV,25,30,1,לדרתיו,לדורתיו,,לדרתיו] לדורתיו,lemma~num,1
LEV,25,30,2,לצמיתת,לצמיתית,,לצמיתת] לצמיתית,lemma+num,1
LEV,25,36,1,אל,ל,,אל] ל,lemma~num,1
LEV,25,41,1,ישוב,ו,,ישוב] ו,lemma~num,1
LEV,25,41,2,אבתיו,אבותיו,,אבתיו] אבותיו,lemma+num,1
LEV,25,42,1,עבדי,עבדיהם,,עבדי] עבדיהם,lemma~num,1
LEV,25,43,1,תרדה,תרדי,,תרדה] תרדי,lemma~num,1
LEV,25,44,1,ואמהתיך,ה,,ואמהתיך] ה,lemma~num,1
LEV,25,45,1,וממשפחתם,וממשפתחם,,וממשפחתם] וממשפתחם,lemma~num,1
LEV,25,46,1,תעבדו,תעבידו,,תעבדו] תעבידו,lemma~num,1
LEV,25,46,2,לעלם,לעולם,,לעלם] לעולם,lemma+num,1
LEV,25,47,1,ולתושב,ל,,ולתושב] ל,lemma+num,1
LEV,25,49,1,דדו,דדו,,דדו] דדו,lemma~num,1
LEV,25,50,1,קנהו,קנאהו,,קנהו] קנאהו,lemma+num,1
LEV,25,50,2,עם,אם,,עם] אם,lemma+num,1
LEV,25,55,1,עבדי,עבדיהם,,עבדי] עבדיהם,lemma~num,1
LEV,26,3,1,אם,עם,,אם] עם,lemma~num,1
LEV,26,3,2,בחקתי,בחקותי,,בחקתי] בחקותי,lemma+num,1
LEV,26,5,1,ובציר,לי,,ובציר] לי,lemma~num,1
LEV,26,5,2,בציר,לי,,בציר] לי,lemma~num,1
LEV,26,9,1,והפריתי,י,,והפריתי] י,lemma~num,1
LEV,26,12,1,והתהלכתי,ה,,והתהלכתי] ה,lemma~num,1
LEV,26,13,1,ואולך,ואוליך,,ואולך] ואוליך,lemma~num,1
LEV,26,14,1,ואם,ו,,ואם] ו,lemma~num,1
LEV,26,15,1,בחקתי,בחקותי,,בחקתי] בחקותי,lemma~num,1
LEV,26,16,1,מכלות,מכליות,,מכלות] מכליות,lemma~num,1
LEV,26,16,2,השחפת,השפחת,,השחפת] השפחת,lemma~num,1
LEV,26,16,3,בחלה,באלה,,בחלה] באלה,lemma+num,1
LEV,26,16,4,ומדיבת,ומידבת,,ומדיבת] ומידבת,lemma,1
LEV,26,19,1,גאון,גחון,,גאון] גחון,lemma~num,1
LEV,26,21,1,שבע,שבוע,,שבע] שבוע,lemma~num,1
LEV,26,21,2,תאבו,תבאו,,תאבו] תבאו,lemma~num,1
LEV,26,22,1,דרכיכם,י,,דרכיכם] י,lemma~num,1
LEV,26,22,2,והמעיטה,י,,והמעיטה] י,lemma~num,1
LEV,26,22,3,והכריתה,י,,והכריתה] י,lemma~num,1
LEV,26,25,1,ונתתם,והכריתה,,ונתתם] והכריתה,lemma~num,1
LEV,26,25,2,ושלחתי,י,,ושלחתי] י,lemma~num,1
LEV,26,25,3,אל,על,,אל] על,lemma~num,1
LEV,26,25,4,אויב,איוב,,אויב] איוב,lemma~num,1
LEV,26,26,1,במשקל,במשקול,,במשקל] במשקול,lemma~num,1
LEV,26,27,1,בקרי,ב,,בקרי] ב,lemma~num,1
LEV,26,28,1,קרי,בקרי,,קרי] בקרי,lemma~num,1
LEV,26,28,2,שבע,שבוע,,שבע] שבוע,lemma~num,1
LEV,26,29,1,בנתיכם,בנותיכם,,בנתיכם] בנותיכם,lemma~num,1
LEV,26,30,1,וגעלה,וגהלה,,וגעלה] וגהלה,lemma~num,1
LEV,26,30,2,גלליכם,גלוליכם,,גלליכם] גלוליכם,lemma~num,1
LEV,26,31,1,חרבה,צט,,חרבה] צט,lemma~num,1
LEV,26,31,2,ניתחכם,גיתחיכם,,ניתחכם] גיתחיכם,lemma~num,1
LEV,26,32,1,הישבים,היושבים,,הישבים] היושבים,lemma~num,1
LEV,26,33,1,והרקתי,והרחקתי,,והרקתי] והרחקתי,lemma~num,1
LEV,27,8,1,יעריכנו,י,,יעריכנו] י,lemma~num,1
LEV,27,9,1,ממנו,ממנה,,ממנו] ממנה,lemma~num,1
LEV,27,10,1,המר,המיר,,המר] המיר,lemma~num,1
LEV,27,10,2,יחליפנו,לי,,יחליפנו] לי,lemma+num,1
LEV,27,14,1,יקדש,יקדיש,,יקדש] יקדיש,lemma~num,1
LEV,27,14,2,אתו,אתו,,אתו] אתו,lemma~num,1
LEV,27,15,1,כסף,בשקל,,כסף] בשקל,lemma~num,1
LEV,27,15,2,המקדש,המקדיש,,המקדש] המקדיש,lemma~num,1
LEV,27,15,3,חמישת,ל,,חמישת] ל,lemma~num,1
LEV,27,16,1,חמר,עמר,,חמר] עמר,lemma~num,1
LEV,27,24,1,קנהו,קנאו,,קנהו] קנאו,lemma~num,1
LEV,27,27,1,חמישתו,וחמישתו,,חמישתו] וחמישתו,lemma~num,1
LEV,27,27,2,בבהמה,ב,,בבהמה] ב,lemma~num,1
LEV,27,30,1,וכל,ו,,וכל] ו,lemma~num,1
NUM,1,2,1,אבתם,אבותם,,אבתם] אבותם,lemma~num,1
NUM,1,2,2,למשפחתם,למשפחותם,,למשפחתם] למשפחותם,lemma~num,1
NUM,1,2,3,לגלגלתם,לגלגלותם,,לגלגלתם] לגלגלותם,lemma~num,1
NUM,1,4,1,אבתיו,אבותיו,,אבתיו] אבותיו,lemma~num,1
NUM,1,5,1,שדיאור,אור,,שדיאור] אור,lemma~num,1
NUM,1,6,1,שלמיאל,ל,,שלמיאל] ל,lemma~num,1
NUM,1,9,1,אליאב,אלאל,,אליאב] אלאל,lemma~num,1
NUM,1,10,1,פדהצור,פדחצור,,פדהצור] פדחצור,lemma,1
NUM,1,10,2,גמליאל,י,,גמליאל] י,lemma~num,1
NUM,1,11,1,גדעני,גדעוני,,גדעני] גדעוני,lemma~num,1
NUM,1,11,2,אבידן,י,,אבידן] י,lemma~num,1
NUM,1,13,1,פגעיאל,אעי,,פגעיאל] אעי,lemma~num,1
NUM,1,31,1,לגלגלתם,אבתם,,לגלגלתם] אבתם,lemma~num,1
NUM,1,32,1,למשפחתם,למשפחותם,,למשפחתם] למשפחותם,lemma~num,1
NUM,1,45,1,פקדי,פקודי,,פקדי] פקודי,lemma~num,1
NUM,1,50,1,הם,והם,,הם] והם,lemma~num,1
NUM,1,51,1,ובחנות,ובהחנות,,ובחנות] ובהחנות,lemma~num,1
NUM,1,52,1,מחנהו,מנחנהו,,מחנהו] מנחנהו,lemma~num,1
NUM,2,2,1,אבתם,אבותם,,אבתם] אבותם,lemma~num,1
NUM,2,2,2,באתות,באותות,,באתות] באותות,lemma+num,1
NUM,2,3,1,והחנים,ה,,והחנים] ה,lemma+num,1
NUM,2,9,1,לצבאתם,לצבאותם,,לצבאתם] לצבאותם,lemma+num,1
NUM,2,10,1,לצבאתם,עלצבאותם,,לצבאתם] עלצבאותם,lemma+num,1
NUM,2,12,1,צורישדי,צורישרה,,צורישדי] צורישרה,lemma~num,1
NUM,2,18,1,לצבאתם,לצבאותם,,לצבאתם] לצבאותם,lemma~num,1
NUM,2,20,1,גמליאל,אי,,גמליאל] אי,lemma~num,1
NUM,2,21,1,ושלשים,ושלישים,,ושלשים] ושלישים,lemma~num,1
NUM,2,22,1,גדעני,גדעוני,,גדעני] גדעוני,lemma~num,1
NUM,2,25,1,עמישרי,שרי,,עמישרי] שרי,lemma~num,1
NUM,2,27,1,פגעיאל,י,,פגעיאל] י,lemma~num,1
NUM,2,32,1,אבתם,אבותם,,אבתם] אבותם,lemma~num,1
NUM,2,34,1,למשפחתיו,למשפחותיו,,למשפחתיו] למשפחותיו,lemma~num,1
NUM,2,34,2,ככל,באשר,,ככל] באשר,lemma~num,1
NUM,2,34,3,אבתיו,אבותיו,,אבתיו] אבותיו,lemma~num,1
NUM,3,2,1,ואלה,ו,,ואלה] ו,lemma~num,1
NUM,3,3,1,אלה,ואלה,,אלה] ואלה,lemma~num,1
NUM,3,4,1,על,לבית,,על] לבית,lemma~num,1
NUM,3,4,2,על,ץצ,,על] ץצ,lemma~num,1
NUM,3,4,3,בהקרבם,בהקריבם,,בהקרבם] בהקריבם,lemma~num,1
NUM,3,10,1,תפקד,תפקיד,,תפקד] תפקיד,lemma~num,1
NUM,3,10,2,הקרב,הקריב,,הקרב] הקריב,lemma+num,1
NUM,3,12,1,פדוייהם,י,,פדוייהם] י,lemma~num,1
NUM,3,15,1,אבתם,אבותם,,אבתם] אבותם,lemma~num,1
NUM,3,17,1,קהת,קחת,,קהת] קחת,lemma~num,1
NUM,3,19,1,ועזיאל,א,,ועזיאל] א,lemma~num,1
NUM,3,20,1,אבתם,אבותם,,אבתם] אבותם,lemma~num,1
NUM,3,21,1,משפחת,משפחות,,משפחת] משפחות,lemma~num,1
NUM,3,26,1,מיתריו,מיתירו,,מיתריו] מיתירו,lemma~num,1
NUM,3,27,1,העמרמי,ס,,העמרמי] ס,lemma~num,1
NUM,3,27,2,משפחת,משפחות,,משפחת] משפחות,lemma~num,1
NUM,3,27,3,היצהרי,ה,,היצהרי] ה,lemma~num,1
NUM,3,30,1,למשפחת,למשפחות,,למשפחת] למשפחות,lemma~num,1
NUM,3,35,1,אביתיל,אבחיל,,אביתיל] אבחיל,lemma~num,1
NUM,3,35,2,צוריאל,י,,צוריאל] י,lemma~num,1
NUM,3,35,3,למשפחת,למשפחות,,למשפחת] למשפחות,lemma~num,1
NUM,3,36,1,ועמדיו,ועמודיו,,ועמדיו] ועמודיו,lemma~num,1
NUM,3,36,2,עבדתו,עבדיתו,,עבדתו] עבדיתו,lemma~num,1
NUM,3,46,1,פדויי,י,,פדויי] י,lemma~num,1
NUM,3,48,1,העדפים,העריפים,,העדפים] העריפים,lemma+num,1
NUM,3,49,1,פדויי,י,,פדויי] י,lemma~num,1
NUM,3,49,2,הפדוים,הפדויים,,הפדוים] הפדויים,lemma~num,1
NUM,3,51,1,הפדוים,הפדויים,,הפדוים] הפדויים,lemma~num,1
NUM,4,2,1,אבתם,אבותם,,אבתם] אבותם,lemma~num,1
NUM,4,3,1,מלאכה,פדויי,,מלאכה] פדויי,lemma~num,1
NUM,4,5,1,בה,בא,,בה] בא,lemma~num,1
NUM,4,7,1,קשות,הקשות,,קשות] הקשות,lemma~num,1
NUM,4,7,2,הקערת,הקערות,,הקערת] הקערות,lemma~num,1
NUM,4,12,1,השרת,השרד,,השרת] השרד,lemma~num,1
NUM,4,14,1,תחש,תעש,,תחש] תעש,lemma~num,1
NUM,4,14,2,ארגמן,הרגמן,,ארגמן] הרגמן,lemma~num,1
NUM,4,18,1,את,לבל,,את] לבל,lemma~num,1
NUM,4,19,1,עשו,עשה,,עשו] עשה,lemma~num,1
NUM,4,22,1,אבתם,אבותם,,אבתם] אבותם,lemma~num,1
